orf_name,name,chr,start,stop,length,strand,orf_class,ontology,TSS,PAS,half_life,coverage
YKR071C,DRE2,11,574934,575980,1047,-,Verified,"GO:0005737,GO:0005758,GO:0005829,GO:0009055,GO:0016226",576024,574666.0,24.186666666700003,0.965
YKR072C,SIS2,11,576435,578123,1689,-,Verified,"GO:0004633,GO:0004864,GO:0005634,GO:0005737,GO:0007346,GO:0009651,GO:0015937,GO:0071513",578271,576396.0,15.5466666667,0.909
YKR075C,YKR075C,11,579827,580750,924,-,Uncharacterized,"GO:0003674,GO:0005634,GO:0005737,GO:0008150",580794,579705.0,138.0,0.9905
YKR076W,ECM4,11,582283,583395,1113,+,Verified,"GO:0004364,GO:0005737,GO:0006749,GO:0031505",581989,583436.0,61.51,0.9895
YKR077W,MSA2,11,583653,584744,1092,+,Verified,"GO:0000114,GO:0003674,GO:0005634,GO:0005737",583626,584819.0,22.43,0.9185
YKR078W,YKR078W,11,584952,586709,1758,+,Verified,"GO:0005737,GO:0008150,GO:0032266",584962,586753.0,7.9633333333300005,0.91
YKR079C,TRZ1,11,586789,589305,2517,-,Verified,"GO:0005634,GO:0005737,GO:0005739,GO:0034414,GO:0042781",589518,586648.0,7.55333333333,0.9195
YKR080W,MTD1,11,590395,591357,963,+,Verified,"GO:0004487,GO:0005829,GO:0006730,GO:0009113,GO:0009396",590333,591508.0,19.1066666667,0.936
YKR081C,RPF2,11,591506,592540,1035,-,Verified,"GO:0000027,GO:0000463,GO:0000466,GO:0005730,GO:0008097,GO:0008312,GO:0019843,GO:0030687",592562,591422.0,7.8266666666699996,0.9205
YKR082W,NUP133,11,592825,596298,3474,+,Verified,"GO:0005198,GO:0005643,GO:0006406,GO:0006407,GO:0006408,GO:0006409,GO:0006607,GO:0006608,GO:0006609,GO:0006610,GO:0006611,GO:0006999,GO:0031080,GO:0050000",592778,596374.0,21.55,0.921
YKR084C,HBS1,11,597055,598890,1836,-,Verified,"GO:0003924,GO:0005737,GO:0016150,GO:0032790,GO:0070651,GO:0070966",598926,596972.0,16.47,0.882
YKR085C,MRPL20,11,599094,599681,588,-,Verified,"GO:0003735,GO:0005739,GO:0005762,GO:0032543",599691,599004.0,16.02,0.853
YKR086W,PRP16,11,599857,603072,3216,+,Verified,"GO:0000350,GO:0000386,GO:0008186,GO:0071007",599833,603166.0,13.593333333299999,0.855
YKR087C,OMA1,11,603195,604232,1038,-,Verified,"GO:0004222,GO:0005739,GO:0005743,GO:0006515",604238,603096.0,18.6933333333,0.97
YKR088C,TVP38,11,604405,605418,1014,-,Verified,"GO:0000022,GO:0003674,GO:0005737,GO:0016192,GO:0030173",605432,604338.0,21.9966666667,0.9655
YKR089C,TGL4,11,605633,608365,2733,-,Verified,"GO:0004771,GO:0004806,GO:0005811,GO:0006642,GO:0006644,GO:0007114,GO:0019433,GO:0042171,GO:0047499",608443,605552.0,24.863333333299998,0.9355
YKR090W,PXL1,11,608946,611066,2121,+,Verified,"GO:0000131,GO:0005515,GO:0005737,GO:0005933,GO:0005934,GO:0005935,GO:0030011,GO:0043332",608774,611208.0,10.266666666699999,0.939
YKR091W,SRL3,11,611525,612265,741,+,Verified,"GO:0003674,GO:0005737,GO:0006139",611492,,14.256666666700001,0.986
YKR092C,SRP40,11,612665,613885,1221,-,Verified,"GO:0003674,GO:0005730,GO:0006913",613915,612419.0,10.986666666700001,0.9525
YKR093W,PTR2,11,615730,617535,1806,+,Verified,"GO:0005624,GO:0005886,GO:0005887,GO:0015197,GO:0015833,GO:0042936,GO:0042937,GO:0042938,GO:0042939",615637,617736.0,30.825,0.9965
YKR094C,RPL40B,11,617996,618750,755,-,Verified,"GO:0003735,GO:0005739,GO:0006412,GO:0016567,GO:0022625,GO:0031386,GO:0042254",618800,617809.0,17.26,0.9655
YKR095W,MLP1,11,619805,625432,5628,+,Verified,"GO:0005635,GO:0005654,GO:0005816,GO:0006406,GO:0006606,GO:0030529,GO:0043021,GO:0051237,GO:0071048,GO:0090203,GO:0090204",619632,625620.0,23.936666666700003,0.948
YKR096W,YKR096W,11,626793,630380,3588,+,Verified,"GO:0003674,GO:0005634,GO:0005737,GO:0005840,GO:0008150",626574,630491.0,22.6033333333,0.96
YKR098C,UBP11,11,633026,635179,2154,-,Verified,"GO:0004843,GO:0005575,GO:0008150",635284,632946.0,88.85,0.901
YKR099W,BAS1,11,635851,638286,2436,+,Verified,"GO:0000105,GO:0003704,GO:0005634,GO:0006366,GO:0007131,GO:0009113,GO:0043565",635569,638395.0,9.693333333330001,0.8985
YKR100C,SKG1,11,638901,639968,1068,-,Verified,"GO:0000131,GO:0003674,GO:0005933,GO:0005934,GO:0031505",640320,638724.0,21.11,0.88
YKR101W,SIR1,11,640540,642504,1965,+,Verified,"GO:0003682,GO:0005677,GO:0006343,GO:0030466,GO:0043565",640531,642732.0,20.883333333299998,0.8835
YLL063C,AYT1,12,14648,16072,1425,-,Verified,"GO:0005575,GO:0019748,GO:0045462",16042,14490.0,16.84,0.975
YLL062C,MHT1,12,16639,17613,975,-,Verified,"GO:0000096,GO:0005737,GO:0008898",17693,16516.0,9.62,0.989
YLL061W,MMP1,12,17956,19707,1752,+,Verified,"GO:0000100,GO:0005886,GO:0015806",17950,19761.0,11.77,0.987
YLL058W,YLL058W,12,23569,25296,1728,+,Uncharacterized,"GO:0003962,GO:0005575,GO:0006790",23477,25381.0,44.0,0.995
YLL057C,JLP1,12,25756,26994,1239,-,Verified,"GO:0000907,GO:0005575,GO:0044273",27009,25566.0,18.55,0.9945
YLL056C,YLL056C,12,27409,28305,897,-,Uncharacterized,"GO:0003674,GO:0005575,GO:0008150",28048,27289.0,21.0,0.996
YLL055W,YCT1,12,30109,31704,1596,+,Verified,"GO:0005783,GO:0015075,GO:0033229,GO:0042883",29626,31768.0,80.0,0.999
YLL051C,FRE6,12,37333,39471,2139,-,Verified,"GO:0000293,GO:0000324,GO:0005774,GO:0006880,GO:0015677",39542,37152.0,26.075,0.9765
YLL050C,COF1,12,39804,40414,611,-,Verified,"GO:0001950,GO:0030042,GO:0030479,GO:0051014,GO:0051015",40444,39681.0,52.9566666667,0.951
YLL049W,LDB18,12,40666,41205,540,+,Verified,"GO:0000132,GO:0000235,GO:0003674,GO:0005816,GO:0005869,GO:0005938",40642,41299.0,35.8366666667,0.95
YLL048C,YBT1,12,41280,46265,4986,-,Verified,"GO:0000324,GO:0015125,GO:0015721,GO:0042626",46434,41176.0,29.5733333333,0.8925
YLL045C,RPL8B,12,47859,48629,771,-,Verified,"GO:0003735,GO:0006412,GO:0022625",48653,47747.0,27.1966666667,0.936
YLL043W,FPS1,12,49938,51947,2010,+,Verified,"GO:0000324,GO:0000747,GO:0005215,GO:0005737,GO:0005886,GO:0006810,GO:0006846,GO:0015168,GO:0015700,GO:0015793,GO:0046685",49866,52114.0,18.81,0.9725
YLL042C,ATG10,12,52087,52590,504,-,Verified,"GO:0000422,GO:0005575,GO:0006464,GO:0016236,GO:0019777,GO:0032258,GO:0034727",52640,51986.0,20.0,0.972
YLL041C,SDH2,12,53131,53931,801,-,Verified,"GO:0005739,GO:0005749,GO:0006099,GO:0006121,GO:0008177,GO:0031966,GO:0045333",54009,52854.0,48.24,0.9165
YLL040C,VPS13,12,54211,63645,9435,-,Verified,"GO:0003674,GO:0005739,GO:0005768,GO:0007039,GO:0019898,GO:0030437,GO:0045053,GO:0045324",63757,54146.0,22.08,0.9255
YLL039C,UBI4,12,64062,65207,1146,-,Verified,"GO:0000209,GO:0005737,GO:0006513,GO:0006950,GO:0016567,GO:0016579,GO:0030437,GO:0031386,GO:0043008",65305,64006.0,25.185,0.971
YLL038C,ENT4,12,65775,66518,744,-,Verified,"GO:0000147,GO:0006897,GO:0007015,GO:0030276,GO:0030479,GO:0090002",66569,,9.7,0.98
YLL036C,PRP19,12,66745,68256,1512,-,Verified,"GO:0000349,GO:0000384,GO:0000974,GO:0004842,GO:0005634,GO:0005737,GO:0005739,GO:0071006",68269,66661.0,15.37,0.926
YLL035W,GRC3,12,68580,70478,1899,+,Verified,"GO:0006363,GO:0006364,GO:0030874,GO:0051731",68420,70711.0,8.49,0.9255
YLL034C,RIX7,12,70633,73146,2514,-,Verified,"GO:0000055,GO:0005634,GO:0005730,GO:0016887,GO:0030687,GO:0042273",73185,70479.0,8.47,0.9065
YLL033W,IRC19,12,73409,74101,693,+,Verified,"GO:0003674,GO:0005575,GO:0006312,GO:0030437",73396,74252.0,11.09,0.908
YLL032C,YLL032C,12,74270,76747,2478,-,Verified,"GO:0003674,GO:0005737,GO:0005840,GO:0008150",76853,73953.0,16.255,0.9445
YLL031C,GPI13,12,77152,80205,3054,-,Verified,"GO:0005783,GO:0006506,GO:0016772,GO:0051377",80270,77060.0,14.5466666667,0.9495
YLL029W,FRA1,12,81461,83710,2250,+,Verified,"GO:0003674,GO:0005737,GO:0005829,GO:0034396",81359,83815.0,20.7333333333,0.954
YLL028W,TPO1,12,84804,86564,1761,+,Verified,"GO:0000296,GO:0000297,GO:0005774,GO:0005886,GO:0015606,GO:0015847,GO:0015848,GO:0033101",84647,86727.0,20.54,0.9955
YLL027W,ISA1,12,87403,88155,753,+,Verified,"GO:0003674,GO:0005759,GO:0009102,GO:0016226",87257,88315.0,15.0233333333,0.9865
YLL026W,HSP104,12,88623,91349,2727,+,Verified,"GO:0001319,GO:0005524,GO:0005634,GO:0005737,GO:0034975,GO:0042623,GO:0043335,GO:0043531,GO:0051082,GO:0051087,GO:0070370,GO:0070389,GO:0070414,GO:0072380",88574,91435.0,61.405,0.994
YLL023C,POM33,12,97997,98836,840,-,Verified,"GO:0003674,GO:0005643,GO:0005783,GO:0005840,GO:0006999",98890,97872.0,39.695,0.989
YLL022C,HIF1,12,99044,100201,1158,-,Verified,"GO:0000123,GO:0005634,GO:0006334,GO:0006348,GO:0016573,GO:0042393",100194,98987.0,16.68,0.9315
YLL021W,SPA2,12,100947,105347,4401,+,Verified,"GO:0000131,GO:0000133,GO:0005519,GO:0005934,GO:0005935,GO:0007015,GO:0007121,GO:0007124,GO:0007266,GO:0030010,GO:0031384,GO:0031385,GO:0043332",100804,105453.0,24.613333333299998,0.903
YLL018C,DPS1,12,109902,111575,1674,-,Verified,"GO:0003723,GO:0004815,GO:0005634,GO:0005737,GO:0006412,GO:0006422",111615,109747.0,49.68,0.9315
YLL015W,BPT1,12,116432,121111,4680,+,Verified,"GO:0000329,GO:0015086,GO:0015127,GO:0015691,GO:0015723",116314,121149.0,32.68,0.955
YLL013C,PUF3,12,122075,124714,2640,-,Verified,"GO:0000288,GO:0000956,GO:0003729,GO:0005737,GO:0007005,GO:0008298,GO:0009060,GO:0032473,GO:0051646",125028,121906.0,21.46,0.9505
YLL012W,YEH1,12,125534,127255,1722,+,Verified,"GO:0004771,GO:0005811,GO:0016021,GO:0016125",125482,127335.0,14.7766666667,0.9395
YLL011W,SOF1,12,127523,128992,1470,+,Verified,"GO:0000462,GO:0003674,GO:0005730,GO:0005732,GO:0030686,GO:0032040",127513,129056.0,5.88,0.9035
YLL010C,PSR1,12,129330,130613,1284,-,Verified,"GO:0004721,GO:0005886,GO:0006950",130797,129072.0,14.2066666667,0.946
YLL008W,DRS1,12,131729,133987,2259,+,Verified,"GO:0000027,GO:0004004,GO:0005730,GO:0006364,GO:0030687",131700,134121.0,8.3,0.9435
YLL007C,YLL007C,12,134302,136299,1998,-,Uncharacterized,"GO:0003674,GO:0005737,GO:0008150",136376,134125.0,49.0,0.9565
YLL006W,MMM1,12,136586,137866,1281,+,Verified,"GO:0000002,GO:0003674,GO:0005739,GO:0005741,GO:0007005,GO:0015914,GO:0030176,GO:0032865,GO:0045040",136566,137902.0,24.44,0.9565
YLL004W,ORC3,12,141073,142923,1851,+,Verified,"GO:0003682,GO:0003688,GO:0005656,GO:0005664,GO:0006267,GO:0006270,GO:0030466,GO:0031261",141068,142999.0,7.443333333330001,0.969
YLL003W,SFI1,12,143201,146041,2841,+,Verified,"GO:0000086,GO:0003674,GO:0005825,GO:0007103,GO:0051225",143154,146102.0,15.146666666700002,0.9445
YLL002W,RTT109,12,146291,147601,1311,+,Verified,"GO:0005634,GO:0006303,GO:0006974,GO:0010484,GO:0010526,GO:0016573,GO:0043618",146277,147670.0,10.3733333333,0.9855
YLL001W,DNM1,12,147890,150163,2274,+,Verified,"GO:0000001,GO:0000266,GO:0001300,GO:0003924,GO:0005739,GO:0005741,GO:0005777,GO:0007005,GO:0007031,GO:0016559,GO:0042802,GO:0042803,GO:0051260",147861,150413.0,16.6433333333,0.9765
YLR001C,YLR001C,12,151389,153977,2589,-,Uncharacterized,"GO:0000329,GO:0003674,GO:0005739,GO:0008150",154009,151334.0,28.6,0.966
YLR002C,NOC3,12,154343,156334,1992,-,Verified,"GO:0003682,GO:0005515,GO:0005634,GO:0005730,GO:0006270,GO:0006364,GO:0030691",156371,154246.0,8.34666666667,0.9535
YLR003C,CMS1,12,156855,157730,876,-,Uncharacterized,"GO:0003674,GO:0005634,GO:0030686,GO:0042274",157749,156771.0,8.013333333330001,0.96
YLR004C,THI73,12,157934,159505,1572,-,Verified,"GO:0005215,GO:0005783,GO:0006810,GO:0016021",159817,157869.0,4.8,0.99
YLR005W,SSL1,12,160049,161434,1386,+,Verified,"GO:0000112,GO:0000439,GO:0005675,GO:0006289,GO:0016251,GO:0032568,GO:0070816",160021,161706.0,19.45,0.99
YLR006C,SSK1,12,161755,163893,2139,-,Verified,"GO:0000156,GO:0000167,GO:0005737,GO:0007234,GO:0030295,GO:0031435,GO:0031954,GO:0042803",164069,161675.0,21.363333333299998,0.968
YLR007W,NSE1,12,164392,165402,1011,+,Verified,"GO:0003674,GO:0005634,GO:0006281,GO:0006301,GO:0030915",164386,165449.0,23.6566666667,0.967
YLR008C,PAM18,12,165577,166083,507,-,Verified,"GO:0001405,GO:0001671,GO:0005739,GO:0005744,GO:0030150,GO:0051082",166195,165306.0,11.743333333299999,0.9425
YLR009W,RLP24,12,166537,167136,600,+,Verified,"GO:0003674,GO:0005730,GO:0030687,GO:0042273",166398,167269.0,7.13333333333,0.9425
YLR011W,LOT6,12,169103,169678,576,+,Verified,"GO:0003955,GO:0005634,GO:0005737,GO:0005829,GO:0008134,GO:0034599,GO:0042994",169036,169800.0,19.4033333333,0.9405
YLR014C,PPR1,12,172268,174982,2715,-,Verified,"GO:0003700,GO:0005634,GO:0006355,GO:0046107",175027,171992.0,6.9966666666699995,0.9705
YLR015W,BRE2,12,175227,176744,1518,+,Verified,"GO:0000723,GO:0006348,GO:0006350,GO:0030528,GO:0042800,GO:0048188,GO:0051568",175191,176917.0,8.24,0.9755
YLR016C,PML1,12,176802,177416,615,-,Verified,"GO:0000398,GO:0003674,GO:0005634,GO:0005737,GO:0006406,GO:0051237,GO:0070274",177450,176755.0,12.4566666667,0.9765
YLR017W,MEU1,12,177608,178621,1014,+,Verified,"GO:0005737,GO:0006537,GO:0017061,GO:0019509",177615,178709.0,14.326666666700001,0.977
YLR018C,POM34,12,178707,179606,900,-,Verified,"GO:0003674,GO:0005643,GO:0006913,GO:0006999,GO:0031301,GO:0070762",179697,178608.0,10.0066666667,0.9365
YLR019W,PSR2,12,180288,181481,1194,+,Verified,"GO:0004721,GO:0005886,GO:0006950",179983,181619.0,19.4766666667,0.925
YLR020C,YEH2,12,181789,183405,1617,-,Verified,"GO:0000032,GO:0004771,GO:0005886,GO:0016021,GO:0016125",183445,181613.0,14.66,0.9395
YLR021W,IRC25,12,183623,184162,540,+,Verified,"GO:0003674,GO:0005622,GO:0043248,GO:0051131,GO:0070481",183592,184211.0,12.3733333333,0.9395
YLR022C,SDO1,12,184174,184926,753,-,Verified,"GO:0000054,GO:0003674,GO:0005634,GO:0005737,GO:0005844,GO:0006364,GO:0016070,GO:0030687,GO:0042273",184928,184113.0,9.17,0.99
YLR023C,IZH3,12,185498,187129,1632,-,Verified,"GO:0005783,GO:0006882,GO:0016020,GO:0046872",187318,185418.0,16.2733333333,0.985
YLR024C,UBR2,12,187663,193281,5619,-,Verified,"GO:0004842,GO:0005737,GO:0006513",193466,187639.0,11.9,0.957
YLR025W,SNF7,12,194452,195174,723,+,Verified,"GO:0000815,GO:0005515,GO:0005737,GO:0043162,GO:0045324,GO:0070676,GO:0071454",194404,195302.0,27.6533333333,0.938
YLR026C,SED5,12,195450,196472,1023,-,Verified,"GO:0005484,GO:0005801,GO:0006888,GO:0006891,GO:0016021,GO:0031201,GO:0048280",196588,195418.0,16.95,0.9665
YLR027C,AAT2,12,196829,198085,1257,-,Verified,"GO:0004069,GO:0005777,GO:0005829,GO:0006532",198114,196781.0,28.3733333333,0.986
YLR028C,ADE16,12,199540,201315,1776,-,Verified,"GO:0003937,GO:0004643,GO:0005829,GO:0006164,GO:0006189,GO:0009060,GO:0030437",201469,199458.0,26.13,0.972
YLR029C,RPL15A,12,201976,202590,615,-,Verified,"GO:0003723,GO:0003735,GO:0006412,GO:0022625",202614,201846.0,27.0666666667,0.9685
YLR032W,RAD5,12,204991,208500,3510,+,Verified,"GO:0000209,GO:0000400,GO:0000403,GO:0000790,GO:0006301,GO:0006302,GO:0008094,GO:0009378,GO:0010994",204941,208558.0,16.19,0.945
YLR033W,RSC58,12,208761,210269,1509,+,Verified,"GO:0000082,GO:0003674,GO:0006337,GO:0006338,GO:0006368,GO:0016586",208709,210468.0,18.365,0.9645
YLR034C,SMF3,12,210512,211933,1422,-,Verified,"GO:0000329,GO:0006826,GO:0006879,GO:0046873",212093,210353.0,26.1933333333,0.993
YLR036C,YLR036C,12,221521,222132,612,-,Uncharacterized,"GO:0003674,GO:0005575,GO:0008150",222186,221354.0,13.41,0.9695
YLR039C,RIC1,12,225426,228596,3171,-,Verified,"GO:0000139,GO:0005085,GO:0005634,GO:0006886,GO:0032045,GO:0034066,GO:0042147",228535,225364.0,11.79,0.958
YLR040C,YLR040C,12,228908,229582,675,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0009277",229716,228777.0,12.3766666667,0.969
YLR044C,PDC1,12,232390,234081,1692,-,Verified,"GO:0000949,GO:0004737,GO:0005634,GO:0005737,GO:0005829,GO:0006090,GO:0006559,GO:0006569,GO:0019655",234112,232314.0,60.29,0.9985
YLR045C,STU2,12,235037,237703,2667,-,Verified,"GO:0000776,GO:0000778,GO:0005200,GO:0005816,GO:0005876,GO:0005938,GO:0007020,GO:0008017,GO:0030472",237806,234781.0,15.2733333333,0.952
YLR046C,YLR046C,12,238001,238813,813,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0016021",238982,237966.0,26.96,0.962
YLR047C,FRE8,12,239347,241407,2061,-,Verified,"GO:0006875,GO:0016020,GO:0016722",241644,,42.0,0.9895
YLR048W,RPS0B,12,242232,243349,1118,+,Verified,"GO:0000028,GO:0000447,GO:0000461,GO:0003735,GO:0006407,GO:0006412,GO:0022627",242191,243592.0,24.9933333333,0.9875
YLR049C,YLR049C,12,243886,245172,1287,-,Uncharacterized,"GO:0003674,GO:0005575,GO:0008150",245364,243740.0,18.025,0.9815
YLR051C,FCF2,12,246324,246977,654,-,Verified,"GO:0000447,GO:0000472,GO:0000480,GO:0003674,GO:0005634,GO:0005730",246999,246224.0,7.993333333330001,0.944
YLR052W,IES3,12,247201,247953,753,+,Verified,"GO:0000723,GO:0003674,GO:0005634,GO:0006348,GO:0031011,GO:0042766",247196,248098.0,13.015,0.945
YLR055C,SPT8,12,251272,253080,1809,-,Verified,"GO:0000122,GO:0000124,GO:0003712,GO:0005634,GO:0016568,GO:0016573,GO:0017025,GO:0045944",253139,251235.0,13.663333333299999,0.969
YLR056W,ERG3,12,253861,254958,1098,+,Verified,"GO:0000248,GO:0005783,GO:0006696",253805,255086.0,26.3433333333,0.974
YLR057W,YLR057W,12,255306,257855,2550,+,Uncharacterized,"GO:0003674,GO:0005575,GO:0008150",255242,257942.0,14.0366666667,0.984
YLR058C,SHM2,12,257992,259401,1410,-,Verified,"GO:0001950,GO:0004372,GO:0005737,GO:0006730,GO:0043332",259441,257844.0,24.3733333333,0.993
YLR059C,REX2,12,259738,260547,810,-,Verified,"GO:0000002,GO:0000175,GO:0000467,GO:0005739,GO:0008408,GO:0034475,GO:0034476",260537,259555.0,13.74,0.9565
YLR060W,FRS1,12,260979,262766,1788,+,Verified,"GO:0004826,GO:0005737,GO:0006432,GO:0009328",260951,262873.0,25.1233333333,0.9455
YLR061W,RPL22A,12,263194,263948,755,+,Verified,"GO:0003735,GO:0006412,GO:0022625",263173,264040.0,25.9633333333,0.973
YLR063W,YLR063W,12,264157,265254,1098,+,Uncharacterized,"GO:0005737,GO:0008150,GO:0008757",264234,265619.0,3.66,0.979
YLR064W,PER33,12,265456,266277,822,+,Verified,"GO:0003674,GO:0005643,GO:0005783,GO:0008150",265401,266362.0,24.48,0.967
YLR065C,YLR065C,12,266373,266918,546,-,Uncharacterized,"GO:0003674,GO:0005575,GO:0008150",266951,266262.0,18.19,0.941
YLR066W,SPC3,12,267169,267723,555,+,Verified,"GO:0005787,GO:0006465,GO:0008233,GO:0045047",267141,267815.0,26.0,0.942
YLR069C,MEF1,12,271630,273915,2286,-,Verified,"GO:0003746,GO:0005739,GO:0032543,GO:0070125",273922,271585.0,15.49,0.9145
YLR070C,XYL2,12,274141,275211,1071,-,Verified,"GO:0005575,GO:0005999,GO:0046526",275037,274038.0,24.1,0.961
YLR071C,RGR1,12,275378,278626,3249,-,Verified,"GO:0006366,GO:0016455,GO:0016592",278660,275239.0,8.405,0.8915
YLR072W,YLR072W,12,278862,280943,2082,+,Uncharacterized,"GO:0003674,GO:0005737,GO:0008150",278843,280997.0,17.45,0.8835
YLR073C,RFU1,12,281019,281621,603,-,Verified,"GO:0004857,GO:0005768,GO:0010993",281742,280941.0,4.85666666667,0.96
YLR074C,BUD20,12,281956,282456,501,-,Verified,"GO:0000282,GO:0003674,GO:0005634",282491,281884.0,7.0366666666699995,0.9755
YLR075W,RPL10,12,282927,283592,666,+,Verified,"GO:0000027,GO:0003735,GO:0006412,GO:0006415,GO:0022625",282907,283711.0,29.7566666667,0.979
YLR077W,FMP25,12,283872,285623,1752,+,Verified,"GO:0003674,GO:0005739,GO:0031305,GO:0034551",283842,285781.0,14.71,0.994
YLR078C,BOS1,12,285736,286559,824,-,Verified,"GO:0005484,GO:0005789,GO:0006888,GO:0012507,GO:0016021,GO:0031201,GO:0048280",286613,285645.0,14.94,0.966
YLR079W,SIC1,12,286820,287674,855,+,Verified,"GO:0000079,GO:0000082,GO:0004861,GO:0005634,GO:0005737,GO:0016242",286773,287829.0,13.9433333333,0.96
YLR080W,EMP46,12,287916,289250,1335,+,Verified,"GO:0000139,GO:0001948,GO:0006888,GO:0030134",287986,289328.0,32.55,0.972
YLR082C,SRL2,12,292394,293572,1179,-,Verified,"GO:0003674,GO:0005634,GO:0005737,GO:0006139",293629,292046.0,18.85,0.9395
YLR083C,EMP70,12,294091,296094,2004,-,Verified,"GO:0000329,GO:0001403,GO:0003674,GO:0005768,GO:0006878,GO:0007124",296259,293926.0,17.17,0.938
YLR084C,RAX2,12,296589,300251,3663,-,Verified,"GO:0000282,GO:0003674,GO:0005621,GO:0005739,GO:0005935,GO:0016020",300293,296516.0,17.8033333333,0.9885
YLR085C,ARP6,12,300673,301989,1317,-,Verified,"GO:0000812,GO:0005737,GO:0006338,GO:0031491,GO:0043486",302019,300547.0,14.12,0.93
YLR086W,SMC4,12,302243,306499,4257,+,Verified,"GO:0000070,GO:0000799,GO:0003682,GO:0007076,GO:0016887,GO:0032116,GO:0070058",302188,306829.0,16.9966666667,0.929
YLR087C,CSF1,12,306855,315731,8877,-,Verified,"GO:0003674,GO:0005739,GO:0006113",315855,306694.0,19.1,0.9205
YLR088W,GAA1,12,316107,317951,1845,+,Verified,"GO:0003923,GO:0016255,GO:0042765",316076,318138.0,19.9333333333,0.915
YLR089C,ALT1,12,318237,320015,1779,-,Uncharacterized,"GO:0004021,GO:0005739,GO:0006523,GO:0006524",320237,318164.0,27.89,0.9965
YLR090W,XDJ1,12,320701,322080,1380,+,Verified,"GO:0005634,GO:0005739,GO:0006457,GO:0031307,GO:0051087",320684,322179.0,15.32,0.985
YLR091W,GEP5,12,322297,323178,882,+,Verified,"GO:0000002,GO:0003674,GO:0005739",322274,323485.0,11.4,0.971
YLR092W,SUL2,12,323544,326225,2682,+,Verified,"GO:0001950,GO:0005886,GO:0008272,GO:0015116",323500,326422.0,23.585,0.994
YLR093C,NYV1,12,326513,327415,903,-,Verified,"GO:0005484,GO:0005774,GO:0006906,GO:0042144",327471,326249.0,23.93,0.9675
YLR094C,GIS3,12,327730,329238,1509,-,Verified,"GO:0003674,GO:0005634,GO:0005737,GO:0035556",329258,327612.0,2.0,0.972
YLR095C,IOC2,12,329677,332115,2439,-,Verified,"GO:0003677,GO:0005515,GO:0006338,GO:0016587,GO:0016887,GO:0031491",332129,329620.0,17.2733333333,0.9
YLR096W,KIN2,12,332590,336033,3444,+,Verified,"GO:0004674,GO:0005886,GO:0006468,GO:0006887,GO:0046777",332388,336147.0,15.98,0.8935
YLR097C,HRT3,12,336231,337265,1035,-,Verified,"GO:0004842,GO:0019005,GO:0042787",337324,336127.0,19.5066666667,0.986
YLR099C,ICT1,12,339744,340928,1185,-,Verified,"GO:0005575,GO:0006654,GO:0042171",340951,339634.0,14.3633333333,0.9935
YLR100W,ERG27,12,341810,342853,1044,+,Verified,"GO:0000253,GO:0005741,GO:0005783,GO:0005789,GO:0006696",341787,342940.0,20.9433333333,1.0
YLR102C,APC9,12,342970,343767,798,-,Verified,"GO:0000022,GO:0000070,GO:0004842,GO:0005680,GO:0007091,GO:0008054,GO:0016567,GO:0031145",343781,342791.0,10.785,0.9845
YLR103C,CDC45,12,343989,345941,1953,-,Verified,"GO:0000084,GO:0000727,GO:0003682,GO:0003688,GO:0005634,GO:0005656,GO:0006267,GO:0006270,GO:0031261,GO:0031298,GO:0031938,GO:0043596",346020,343918.0,6.12,0.978
YLR105C,SEN2,12,347047,348180,1134,-,Verified,"GO:0000213,GO:0000214,GO:0000379,GO:0005739,GO:0005741",348206,347020.0,20.0166666667,0.9935
YLR106C,MDN1,12,349006,363738,14733,-,Verified,"GO:0000027,GO:0005634,GO:0005654,GO:0005739,GO:0006364,GO:0016887",363858,348831.0,19.5966666667,0.966
YLR107W,REX3,12,364116,365330,1215,+,Verified,"GO:0000175,GO:0000467,GO:0005634,GO:0005737,GO:0008408,GO:0034476,GO:0043628",364117,365505.0,27.43,0.965
YLR108C,YLR108C,12,366667,368124,1458,-,Uncharacterized,"GO:0003674,GO:0005634,GO:0008150",368185,366526.0,19.1033333333,0.995
YLR109W,AHP1,12,368781,369311,531,+,Verified,"GO:0001950,GO:0005737,GO:0008379,GO:0010038,GO:0034599,GO:0045454",368745,369380.0,41.91,0.9945
YLR113W,HOG1,12,371620,372927,1308,+,Verified,"GO:0004707,GO:0005634,GO:0005737,GO:0006468,GO:0006972,GO:0007231,GO:0045944,GO:0046020,GO:0046685",371447,373067.0,22.0166666667,0.995
YLR114C,AVL9,12,374944,377238,2295,-,Verified,"GO:0003674,GO:0005737,GO:0006892",377304,374736.0,20.3966666667,0.988
YLR115W,CFT2,12,377985,380564,2580,+,Verified,"GO:0003723,GO:0005847,GO:0005849,GO:0006378,GO:0006379",377966,380713.0,10.98,0.986
YLR116W,MSL5,12,380822,382252,1431,+,Verified,"GO:0000243,GO:0000398,GO:0045131",380841,382457.0,18.8,0.942
YLR117C,CLF1,12,382471,384534,2064,-,Verified,"GO:0000354,GO:0000384,GO:0000386,GO:0000785,GO:0000974,GO:0003682,GO:0003688,GO:0006270,GO:0071004,GO:0071006,GO:0071007,GO:0071008",384535,382348.0,20.09,0.9325
